"institution_storing","nRecords","pRecords","RecordType","FilterType","cumFrac"
"Fisheries and Oceans Canada, Pacific Biological Station",190,5.9841501908314e-05,"raw","Any location",0.989446163750286
"Universitat Hamburg, Zoologisches Museum Hamburg",190,5.9841501908314e-05,"raw","Any location",0.989506005252194
"Kyushu University, Entomological Laboratory",188,5.92115913619107e-05,"raw","Any location",0.989565216843556
"Washington State University, James Entomological Collection",188,5.92115913619107e-05,"raw","Any location",0.989624428434918
"Northwest A&F University",187,5.8896636088709e-05,"raw","Any location",0.989683325071007
"Research Collection of Stanislav Gomboc",187,5.8896636088709e-05,"raw","Any location",0.989742221707095
"Universidade de Aveiro",187,5.8896636088709e-05,"raw","Any location",0.989801118343184
"Croatian Natural History Museum",186,5.85816808155074e-05,"raw","Any location",0.989859700024
"Harvard University, Harvard Forest",186,5.85816808155074e-05,"raw","Any location",0.989918281704815
"University of Arizona, Insect Collection",185,5.82667255423057e-05,"raw","Any location",0.989976548430357
"Friendship Park Research Centre",184,5.79517702691041e-05,"raw","Any location",0.990034500200626
"Research Collection of Doug Hilton",183,5.76368149959024e-05,"raw","Any location",0.990092137015622
"Research Collection of Valeriu Albu",178,5.60620386298942e-05,"raw","Any location",0.990148199054252
"Cibinong Science Centre, Museum Zoologicum Bogoriense",177,5.57470833566925e-05,"raw","Any location",0.990203946137609
"Beijing Genomics Institute",176,5.54321280834909e-05,"raw","Any location",0.990259378265692
"Research Collection of Niclas Fritzen",175,5.51171728102892e-05,"raw","Any location",0.990314495438503
"Universita di Messina, Zoological Collection",175,5.51171728102892e-05,"raw","Any location",0.990369612611313
"The Pirbright Institute",174,5.48022175370876e-05,"raw","Any location",0.99042441482885
"Water Security Agency, Saskatchewan Watershed Authority",174,5.48022175370876e-05,"raw","Any location",0.990479217046387
"Research Collection of Joseph S. Belicek",173,5.44872622638859e-05,"raw","Any location",0.990533704308651
"Research Collection of Wayne Knee",173,5.44872622638859e-05,"raw","Any location",0.990588191570915
"Frost Entomological Museum",172,5.41723069906843e-05,"raw","Any location",0.990642363877906
"Gdansk University, Dept of Genetics",171,5.38573517174826e-05,"raw","Any location",0.990696221229623
"Istituto di Zoologia dell'Universita, Museo Cambria",170,5.3542396444281e-05,"raw","Any location",0.990749763626067
"University of Rome Tor Vergata, Collection Sbordoni",170,5.3542396444281e-05,"raw","Any location",0.990803306022512
"Research Collection of Ulrich & Laela H. Paukstadt",169,5.32274411710793e-05,"raw","Any location",0.990856533463683
"United States Department of Agriculture, Forest Service, Northern Research Station",169,5.32274411710793e-05,"raw","Any location",0.990909760904854
"Oregon State University",167,5.2597530624676e-05,"raw","Any location",0.990962358435479
"Stantec Consulting Ltd., Stantec Southgate Laboratory",167,5.2597530624676e-05,"raw","Any location",0.991014955966103
"University of Natural Resources and Life Sciences",167,5.2597530624676e-05,"raw","Any location",0.991067553496728
"Universite Montpellier, CEFE Lab",166,5.22825753514743e-05,"raw","Any location",0.991119836072079
"Clemson University",164,5.1652664805071e-05,"raw","Any location",0.991171488736884
"Universidade de Aveiro, Departamento de Biologia",164,5.1652664805071e-05,"raw","Any location",0.99122314140169
"Centro de Investigaciones Biologicas del Noroeste S. C.",163,5.13377095318694e-05,"raw","Any location",0.991274479111221
"Universidad Nacional Autonoma de Mexico, Coleccion Nacional de Insectos",163,5.13377095318694e-05,"raw","Any location",0.991325816820753
"Smithsonian Institution, Dept of Invertebrate Zoology",162,5.10227542586677e-05,"raw","Any location",0.991376839575012
"University of Wroclaw, Zoological Institute",162,5.10227542586677e-05,"raw","Any location",0.991427862329271
"Croatian Biospeleological Society",161,5.07077989854661e-05,"raw","Any location",0.991478570128256
"Monash University",160,5.03928437122644e-05,"raw","Any location",0.991528962971968
"Research Collection of Alireza Naderi",160,5.03928437122644e-05,"raw","Any location",0.991579355815681
"Research Collection of Robert Dooh",156,4.91330226194578e-05,"raw","Any location",0.9916284888383
"Sydney Water",156,4.91330226194578e-05,"raw","Any location",0.991677621860919
"Research Collection of Peter Sonderegger",154,4.85031120730545e-05,"raw","Any location",0.991726124972993
"Florida Museum of Natural History, McGuire Center for Lepidoptera and Biodiversity",153,4.81881567998529e-05,"raw","Any location",0.991774313129792
"Friedrich-Schiller-University Jena",153,4.81881567998529e-05,"raw","Any location",0.991822501286592
"Research Collection of Dominique Bernaud",153,4.81881567998529e-05,"raw","Any location",0.991870689443392
"Rutgers, The State University of New Jersey",150,4.72432909802479e-05,"raw","Any location",0.991917932734372
"Royal Saskatchewan Museum",149,4.69283357070462e-05,"raw","Any location",0.991964861070079
"Hebei University, Museum",148,4.66133804338446e-05,"raw","Any location",0.992011474450513
"Research Collection of Gerfried Deschka",148,4.66133804338446e-05,"raw","Any location",0.992058087830947
"Stockholm University, Dept of Ecology, Environment and Plant Sciences",148,4.66133804338446e-05,"raw","Any location",0.992104701211381
"Universidade Federal do Maranhao",148,4.66133804338446e-05,"raw","Any location",0.992151314591815
"Gujarat Biodiversity Gene Bank",147,4.62984251606429e-05,"raw","Any location",0.992197613016975
"University of California, Berkeley",147,4.62984251606429e-05,"raw","Any location",0.992243911442136
"Museu Paraense Emilio Goeldi",146,4.59834698874413e-05,"raw","Any location",0.992289894912023
"Finnish Environment Institute",145,4.56685146142396e-05,"raw","Any location",0.992335563426638
"Research Collection of Ernst Heiss",145,4.56685146142396e-05,"raw","Any location",0.992381231941252
"Universiti Putra Malaysia",145,4.56685146142396e-05,"raw","Any location",0.992426900455866
"Research Collection of Karlheinz Politzar",143,4.50386040678363e-05,"raw","Any location",0.992471939059934
"Marshall University",141,4.4408693521433e-05,"raw","Any location",0.992516347753456
"Research Collection of Bernd Mueller",141,4.4408693521433e-05,"raw","Any location",0.992560756446977
"Museum of Tropical Queensland",140,4.40937382482314e-05,"raw","Any location",0.992604850185225
"Research Collection of Ralf Bolz",140,4.40937382482314e-05,"raw","Any location",0.992648943923473
"Open University of Sri Lanka",139,4.37787829750297e-05,"raw","Any location",0.992692722706448
"China Academy for Inspection and Quarantine",137,4.31488724286264e-05,"raw","Any location",0.992735871578877
"Universidade Federal do Parana",136,4.28339171554248e-05,"raw","Any location",0.992778705496032
"Texas A&M University, College Station",135,4.25189618822231e-05,"raw","Any location",0.992821224457915
"Beijing Forestry University",134,4.22040066090215e-05,"raw","Any location",0.992863428464524
"University of Toronto",133,4.18890513358198e-05,"raw","Any location",0.99290531751586
"Utah State University, Logan Bee Lab",133,4.18890513358198e-05,"raw","Any location",0.992947206567195
"Kyushu University, Museum",132,4.15740960626181e-05,"raw","Any location",0.992988780663258
"Research Collection of Philippe Annoyer",132,4.15740960626181e-05,"raw","Any location",0.993030354759321
"Research Collection of Guy Van de Poel",130,4.09441855162148e-05,"raw","Any location",0.993071298944837
"Smithsonian Tropical Research Institute Bird Collection",130,4.09441855162148e-05,"raw","Any location",0.993112243130353
"Institut de Recherche sur la Biologie de l'Insecte",128,4.03142749698115e-05,"raw","Any location",0.993152557405323
"No Voucher Tissue",128,4.03142749698115e-05,"raw","Any location",0.993192871680293
"University of Maryland, Baltimore County",128,4.03142749698115e-05,"raw","Any location",0.993233185955262
"Research Collection of Lloyd R. Davis",126,3.96843644234082e-05,"raw","Any location",0.993272870319686
"Research Collection of John Dean and Rosalind St. Clair",125,3.93694091502066e-05,"raw","Any location",0.993312239728836
"Crimea State Medical University",123,3.87394986038033e-05,"raw","Any location",0.99335097922744
"Instituto Nacional de Biodiversidad Herbario, Costa Rica",123,3.87394986038033e-05,"raw","Any location",0.993389718726044
"La Trobe University",123,3.87394986038033e-05,"raw","Any location",0.993428458224648
"Wageningen University & Research Centre, Biosystematics Group",123,3.87394986038033e-05,"raw","Any location",0.993467197723251
"Research Collection of Ralph Sturm",122,3.84245433306016e-05,"raw","Any location",0.993505622266582
"Instituto de Investigacao das Pescas e do Mar",121,3.81095880574e-05,"raw","Any location",0.993543731854639
"Bangor University",120,3.77946327841983e-05,"raw","Any location",0.993581526487423
"Finnish Museum of Natural History, Zoological Museum",119,3.74796775109967e-05,"raw","Any location",0.993619006164934
"State Government of Victoria, Dept. of Primary Industries, Victorian Agricultural Insect Collection",119,3.74796775109967e-05,"raw","Any location",0.993656485842445
"Florida Agricultural and Mechanical University",117,3.68497669645934e-05,"raw","Any location",0.99369333560941
"Punjab Agricultural University, Insect Museum",117,3.68497669645934e-05,"raw","Any location",0.993730185376375
"Research Collection of Slava Ivanenko",114,3.59049011449884e-05,"raw","Any location",0.99376609027752
"Research Collection of Zeljko Predovnik",112,3.52749905985851e-05,"raw","Any location",0.993801365268118
"Washington State University",112,3.52749905985851e-05,"raw","Any location",0.993836640258717
"Nankai University Collection",111,3.49600353253834e-05,"raw","Any location",0.993871600294042
"Coleccion Boliviana de Fauna",110,3.46450800521818e-05,"raw","Any location",0.993906245374094
"Research Collection of Gabriele Fiumi",110,3.46450800521818e-05,"raw","Any location",0.993940890454147
"Research Collection of Jennifer Bundy",110,3.46450800521818e-05,"raw","Any location",0.993975535534199
"University of Quebec at Montreal",110,3.46450800521818e-05,"raw","Any location",0.994010180614251
"Research Collection of Peter Koomen",109,3.43301247789801e-05,"raw","Any location",0.99404451073903
"Museum d'Histoire Naturelle, Geneve",108,3.40151695057785e-05,"raw","Any location",0.994078525908536
"Research Collection of Swen Loeffler",107,3.37002142325768e-05,"raw","Any location",0.994112226122768
"United States Department of Agriculture, ARS, Systematic Entomology Laboratory",106,3.33852589593752e-05,"raw","Any location",0.994145611381728
"Russian Academy of Sciences, Zoological Institute",105,3.30703036861735e-05,"raw","Any location",0.994178681685414
"Research Collection of Jim Troubridge",103,3.24403931397702e-05,"raw","Any location",0.994211122078554
"University of Michigan",103,3.24403931397702e-05,"raw","Any location",0.994243562471693
"CIRAD, Plant Protection Center",101,3.18104825933669e-05,"raw","Any location",0.994275372954287
"Universiti Malaysia Sabah, Institute for Tropical Biology and Conservation",101,3.18104825933669e-05,"raw","Any location",0.99430718343688
"University of Tasmania",101,3.18104825933669e-05,"raw","Any location",0.994338993919473
"Entomological Society West Indies-Guyana",97,3.05506615005603e-05,"raw","Any location",0.994369544580974
"University of Adelaide",97,3.05506615005603e-05,"raw","Any location",0.994400095242475
"South African Institute for Aquatic Biodiversity",96,3.02357062273587e-05,"raw","Any location",0.994430330948702
"Dalhousie University",95,2.9920750954157e-05,"raw","Any location",0.994460251699656
"Research Collection of Norbert Zahm",94,2.96057956809553e-05,"raw","Any location",0.994489857495337
"Texas Lepidoptera Survey",94,2.96057956809553e-05,"raw","Any location",0.994519463291018
"Musee cantonal de zoologie de Lausanne",93,2.92908404077537e-05,"raw","Any location",0.994548754131426
"Norwegian University of Science and Technology",93,2.92908404077537e-05,"raw","Any location",0.994578044971834
