bioproject_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	Library
PRJNA518082	oro162067	oro162067	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162067_L001_R1_001.fastq.gz	oro162067_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162068	oro162068	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162068_L001_R1_001.fastq.gz	oro162068_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162071	oro162071	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162071_L001_R1_001.fastq.gz	oro162071_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162184	oro162184	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162184_L001_R1_001.fastq.gz	oro162184_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162185	oro162185	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162185_L001_R1_001.fastq.gz	oro162185_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162186	oro162186	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162186_L001_R1_001.fastq.gz	oro162186_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162187	oro162187	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162187_L001_R1_001.fastq.gz	oro162187_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162188	oro162188	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162188_L001_R1_001.fastq.gz	oro162188_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162189	oro162189	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162189_L001_R1_001.fastq.gz	oro162189_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162190	oro162190	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162190_L001_R1_001.fastq.gz	oro162190_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162191	oro162191	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162191_L001_R1_001.fastq.gz	oro162191_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162193	oro162193	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162193_L001_R1_001.fastq.gz	oro162193_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162194	oro162194	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162194_L001_R1_001.fastq.gz	oro162194_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162195	oro162195	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162195_L001_R1_001.fastq.gz	oro162195_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162196	oro162196	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162196_L001_R1_001.fastq.gz	oro162196_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162197	oro162197	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162197_L001_R1_001.fastq.gz	oro162197_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162198	oro162198	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162198_L001_R1_001.fastq.gz	oro162198_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162199	oro162199	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162199_L001_R1_001.fastq.gz	oro162199_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162200	oro162200	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162200_L001_R1_001.fastq.gz	oro162200_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162201	oro162201	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162201_L001_R1_001.fastq.gz	oro162201_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162202	oro162202	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162202_L001_R1_001.fastq.gz	oro162202_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162203	oro162203	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162203_L001_R1_001.fastq.gz	oro162203_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162204	oro162204	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162204_L001_R1_001.fastq.gz	oro162204_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162205	oro162205	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162205_L001_R1_001.fastq.gz	oro162205_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162206	oro162206	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162206_L001_R1_001.fastq.gz	oro162206_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162207	oro162207	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162207_L001_R1_001.fastq.gz	oro162207_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162208	oro162208	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162208_L001_R1_001.fastq.gz	oro162208_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162209	oro162209	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162209_L001_R1_001.fastq.gz	oro162209_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162210	oro162210	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162210_L001_R1_001.fastq.gz	oro162210_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162211	oro162211	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162211_L001_R1_001.fastq.gz	oro162211_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162212	oro162212	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162212_L001_R1_001.fastq.gz	oro162212_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162213	oro162213	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162213_L001_R1_001.fastq.gz	oro162213_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162214	oro162214	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162214_L001_R1_001.fastq.gz	oro162214_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162215	oro162215	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162215_L001_R1_001.fastq.gz	oro162215_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162216	oro162216	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162216_L001_R1_001.fastq.gz	oro162216_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162217	oro162217	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162217_L001_R1_001.fastq.gz	oro162217_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162218	oro162218	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162218_L001_R1_001.fastq.gz	oro162218_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162219	oro162219	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162219_L001_R1_001.fastq.gz	oro162219_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162220	oro162220	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162220_L001_R1_001.fastq.gz	oro162220_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162221	oro162221	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162221_L001_R1_001.fastq.gz	oro162221_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162222	oro162222	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162222_L001_R1_001.fastq.gz	oro162222_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162224	oro162224	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162224_L001_R1_001.fastq.gz	oro162224_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162225	oro162225	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162225_L001_R1_001.fastq.gz	oro162225_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162226	oro162226	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162226_L001_R1_001.fastq.gz	oro162226_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162227	oro162227	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162227_L001_R1_001.fastq.gz	oro162227_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162228	oro162228	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162228_L001_R1_001.fastq.gz	oro162228_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162229	oro162229	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162229_L001_R1_001.fastq.gz	oro162229_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162230	oro162230	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162230_L001_R1_001.fastq.gz	oro162230_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162231	oro162231	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162231_L001_R1_001.fastq.gz	oro162231_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162232	oro162232	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162232_L001_R1_001.fastq.gz	oro162232_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162233	oro162233	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162233_L001_R1_001.fastq.gz	oro162233_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162234	oro162234	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162234_L001_R1_001.fastq.gz	oro162234_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162235	oro162235	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162235_L001_R1_001.fastq.gz	oro162235_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162236	oro162236	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162236_L001_R1_001.fastq.gz	oro162236_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162237	oro162237	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162237_L001_R1_001.fastq.gz	oro162237_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162238	oro162238	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162238_L001_R1_001.fastq.gz	oro162238_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162239	oro162239	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162239_L001_R1_001.fastq.gz	oro162239_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162240	oro162240	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162240_L001_R1_001.fastq.gz	oro162240_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162241	oro162241	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162241_L001_R1_001.fastq.gz	oro162241_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162242	oro162242	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162242_L001_R1_001.fastq.gz	oro162242_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162243	oro162243	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162243_L001_R1_001.fastq.gz	oro162243_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162244	oro162244	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162244_L001_R1_001.fastq.gz	oro162244_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162245	oro162245	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162245_L001_R1_001.fastq.gz	oro162245_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162248	oro162248	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162248_L001_R1_001.fastq.gz	oro162248_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162250	oro162250	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162250_L001_R1_001.fastq.gz	oro162250_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162251	oro162251	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162251_L001_R1_001.fastq.gz	oro162251_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162252	oro162252	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162252_L001_R1_001.fastq.gz	oro162252_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162253	oro162253	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162253_L001_R1_001.fastq.gz	oro162253_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162254	oro162254	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162254_L001_R1_001.fastq.gz	oro162254_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162256	oro162256	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162256_L001_R1_001.fastq.gz	oro162256_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162257	oro162257	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162257_L001_R1_001.fastq.gz	oro162257_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162258	oro162258	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162258_L001_R1_001.fastq.gz	oro162258_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162259	oro162259	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162259_L001_R1_001.fastq.gz	oro162259_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162260	oro162260	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162260_L001_R1_001.fastq.gz	oro162260_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162261	oro162261	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162261_L001_R1_001.fastq.gz	oro162261_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162262	oro162262	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162262_L001_R1_001.fastq.gz	oro162262_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162263	oro162263	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162263_L001_R1_001.fastq.gz	oro162263_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162264	oro162264	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162264_L001_R1_001.fastq.gz	oro162264_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162265	oro162265	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162265_L001_R1_001.fastq.gz	oro162265_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162266	oro162266	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162266_L001_R1_001.fastq.gz	oro162266_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162267	oro162267	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162267_L001_R1_001.fastq.gz	oro162267_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162268	oro162268	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162268_L001_R1_001.fastq.gz	oro162268_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162269	oro162269	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162269_L001_R1_001.fastq.gz	oro162269_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162270	oro162270	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162270_L001_R1_001.fastq.gz	oro162270_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162271	oro162271	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162271_L001_R1_001.fastq.gz	oro162271_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162272	oro162272	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162272_L001_R1_001.fastq.gz	oro162272_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162273	oro162273	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162273_L001_R1_001.fastq.gz	oro162273_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162274	oro162274	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162274_L001_R1_001.fastq.gz	oro162274_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162275	oro162275	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162275_L001_R1_001.fastq.gz	oro162275_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162276	oro162276	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162276_L001_R1_001.fastq.gz	oro162276_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162277	oro162277	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162277_L001_R1_001.fastq.gz	oro162277_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162278	oro162278	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162278_L001_R1_001.fastq.gz	oro162278_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162279	oro162279	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162279_L001_R1_001.fastq.gz	oro162279_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162280	oro162280	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162280_L001_R1_001.fastq.gz	oro162280_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162281	oro162281	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162281_L001_R1_001.fastq.gz	oro162281_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162282	oro162282	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162282_L001_R1_001.fastq.gz	oro162282_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162283	oro162283	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162283_L001_R1_001.fastq.gz	oro162283_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162380	oro162380	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162380_L001_R1_001.fastq.gz	oro162380_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162381	oro162381	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162381_L001_R1_001.fastq.gz	oro162381_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162382	oro162382	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162382_L001_R1_001.fastq.gz	oro162382_L001_R2_001.fastq.gz	libA
